position,code,designer,name,fragrantica_reference,perfumoteca_lookup_key,provider_lookup,status,confidence,review_notes
251,CP00720,PERRY ELLIS,AMERICA,https://www.fragrantica.com/search/?query=PERRY+ELLIS+AMERICA,CP00720,https://glass-essence.com/?s=CP00720&post_type=product,review,medium,
252,CP02514,PERRY ELLIS,NIGHT SKY,https://www.fragrantica.com/search/?query=PERRY+ELLIS+NIGHT+SKY,CP02514,https://glass-essence.com/?s=CP02514&post_type=product,review,medium,
253,CP02108,PERRY ELLIS,RESERVE FOR MEN,https://www.fragrantica.com/search/?query=PERRY+ELLIS+RESERVE+FOR+MEN,CP02108,https://glass-essence.com/?s=CP02108&post_type=product,review,medium,
254,CP02245,PRADA,LUNA ROSSA BLACK,https://www.fragrantica.com/search/?query=PRADA+LUNA+ROSSA+BLACK,CP02245,https://glass-essence.com/?s=CP02245&post_type=product,review,medium,
255,CP02209,PRADA,LUNA ROSSA CARBON EAU DE TOILETTE,https://www.fragrantica.com/search/?query=PRADA+LUNA+ROSSA+CARBON+EAU+DE+TOILETTE,CP02209,https://glass-essence.com/?s=CP02209&post_type=product,review,medium,
256,CP02421,PRADA,LUNA ROSSA OCEAN,https://www.fragrantica.com/search/?query=PRADA+LUNA+ROSSA+OCEAN,CP02421,https://glass-essence.com/?s=CP02421&post_type=product,review,medium,
257,CP02517,PRADA,PARADIGME,https://www.fragrantica.com/search/?query=PRADA+PARADIGME,CP02517,https://glass-essence.com/?s=CP02517&post_type=product,review,medium,
258,CP02467,RALPH LAUREN,POLO 67,https://www.fragrantica.com/search/?query=RALPH+LAUREN+POLO+67,CP02467,https://glass-essence.com/?s=CP02467&post_type=product,review,medium,
259,CP00920,RALPH LAUREN,POLO BLACK,https://www.fragrantica.com/search/?query=RALPH+LAUREN+POLO+BLACK,CP00920,https://glass-essence.com/?s=CP00920&post_type=product,review,medium,
260,CP00921,RALPH LAUREN,POLO BLUE,https://www.fragrantica.com/search/?query=RALPH+LAUREN+POLO+BLUE,CP00921,https://glass-essence.com/?s=CP00921&post_type=product,review,medium,
261,CP02389,RALPH LAUREN,POLO BLUE PARFUM,https://www.fragrantica.com/search/?query=RALPH+LAUREN+POLO+BLUE+PARFUM,CP02389,https://glass-essence.com/?s=CP02389&post_type=product,review,medium,
262,CP01088,RALPH LAUREN,POLO BLUE SPORT,https://www.fragrantica.com/search/?query=RALPH+LAUREN+POLO+BLUE+SPORT,CP01088,https://glass-essence.com/?s=CP01088&post_type=product,review,medium,
263,CP00919,RALPH LAUREN,POLO FOR MEN,https://www.fragrantica.com/search/?query=RALPH+LAUREN+POLO+FOR+MEN,CP00919,https://glass-essence.com/?s=CP00919&post_type=product,review,medium,
264,CP01091,RALPH LAUREN,POLO RED,https://www.fragrantica.com/search/?query=RALPH+LAUREN+POLO+RED,CP01091,https://glass-essence.com/?s=CP01091&post_type=product,review,medium,
265,CP01042,RALPH LAUREN,POLO RED WHITE & BLUE,https://www.fragrantica.com/search/?query=RALPH+LAUREN+POLO+RED+WHITE+%26+BLUE,CP01042,https://glass-essence.com/?s=CP01042&post_type=product,review,medium,
266,CP00923,RALPH LAUREN,POLO SPORT,https://www.fragrantica.com/search/?query=RALPH+LAUREN+POLO+SPORT,CP00923,https://glass-essence.com/?s=CP00923&post_type=product,review,medium,
267,CP00934,RALPH LAUREN,SAFARI FOR MEN,https://www.fragrantica.com/search/?query=RALPH+LAUREN+SAFARI+FOR+MEN,CP00934,https://glass-essence.com/?s=CP00934&post_type=product,review,medium,
268,CP02448,ROYALTY BY MALUMA,GARNET,https://www.fragrantica.com/search/?query=ROYALTY+BY+MALUMA+GARNET,CP02448,https://glass-essence.com/?s=CP02448&post_type=product,review,medium,
269,CP02462,ROYALTY BY MALUMA,ONYX ROYALTY,https://www.fragrantica.com/search/?query=ROYALTY+BY+MALUMA+ONYX+ROYALTY,CP02462,https://glass-essence.com/?s=CP02462&post_type=product,review,medium,
270,CP02348,SALVATORE FERRAGAMO,FERRAGAMO,https://www.fragrantica.com/search/?query=SALVATORE+FERRAGAMO+FERRAGAMO,CP02348,https://glass-essence.com/?s=CP02348&post_type=product,review,medium,
271,CP00952,TED LAPIDUS,LAPIDUS POUR HOMME,https://www.fragrantica.com/search/?query=TED+LAPIDUS+LAPIDUS+POUR+HOMME,CP00952,https://glass-essence.com/?s=CP00952&post_type=product,review,medium,
272,CP02298,TOM FORD,BEAU DE JOUR,https://www.fragrantica.com/search/?query=TOM+FORD+BEAU+DE+JOUR,CP02298,https://glass-essence.com/?s=CP02298&post_type=product,review,medium,
273,CP02299,TOM FORD,GREY VETIVER,https://www.fragrantica.com/search/?query=TOM+FORD+GREY+VETIVER,CP02299,https://glass-essence.com/?s=CP02299&post_type=product,review,medium,
274,CP02391,TOM FORD,NOIR EXTREME,https://www.fragrantica.com/search/?query=TOM+FORD+NOIR+EXTREME,CP02391,https://glass-essence.com/?s=CP02391&post_type=product,review,medium,
275,CP02297,TOM FORD,TOM FORD FOR MEN,https://www.fragrantica.com/search/?query=TOM+FORD+TOM+FORD+FOR+MEN,CP02297,https://glass-essence.com/?s=CP02297&post_type=product,review,medium,
276,CP02311,TOMMY HILFIGER,IMPACT,https://www.fragrantica.com/search/?query=TOMMY+HILFIGER+IMPACT,CP02311,https://glass-essence.com/?s=CP02311&post_type=product,review,medium,
277,CP00957,TOMMY HILFIGER,TOMMY,https://www.fragrantica.com/search/?query=TOMMY+HILFIGER+TOMMY,CP00957,https://glass-essence.com/?s=CP00957&post_type=product,review,medium,
